szcodes,qa1,q1a1,q1a2,q2,q3,q4,q5,q61,q62,q63,q64,q65,q66,q67,q68,q69,q610,q7,head_name,addresss,phone_number,interviewer_name,date_of_interview,time_of_interview,intercozed,end_time_of_interview,x,zstepcode,lang,headnX,address,interv,phone,caseidX,regionX,districtX,urbrurX,rScore,pov_likelihood,quart,ptile4,phoneStar,select1100,regionID,treatment,caseid,eacode,clust,nh,region,district,urbrur,dwell,hhhead,lango,hhno,locname,headn,newh,addressh,tel1,tel2,tel3,hhsize,listing_hhsize,intcode,cycle,memid,memname,s1q2,s1q3,s1q4dd,s1q4mm,s1q4yy,s1q5y,s1q5m,s1q6,s1q7,s1q8,s1q9,s1q10,s1q10o,s1q11,s1q12,s1q12_2,s1q13,s1q14,s1q15,s1q16,s1q16a,s1q16ao,s1q17,s1q17o,s1q18,s1q19,s1q20,s1q20a,s1q20ao,s1q21,s1q21o,s1q22,s1q23,s1q24,hh,motherTogether,fatherTogether,noReligion,female,age,married,spouseTogether,ageMarried
1082913,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,Only Television,Three+,No,Thank you,PII,PII,PII,PII,16092020,848,108,85451,1,1082913,,PII,PII,108,PII,55705,Ashanti,619,Urban,42,19.6,4,4,PII,1,6,2,55705,.p,557,5,Ashanti,619,Urban,Yes,Yes,,,,PII,,,.p,.p,.p,4,2,142,7,1,PII,Male,Head,14,September,1955,61,,Married,Yes,2,22,Islam,,Ashanti,Ghanaian by Birth,,Asante,"No, but deceased",,SSS/SHS,Don't know,,Professional/Technical,,Yes,3,,,,,,0,,Yes,05,1,0,0,0,61,1,1,22
1072782,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,Only Television,Three+,No,Thank you,PII,PII,PII,PII,19092020,1818,107,182104,1,1072782,,PII,PII,107,PII,55812,Ashanti,620,Urban,45,11.7,3,4,PII,1,6,0,55812,.p,558,12,Ashanti,620,Urban,Yes,Yes,,,,PII,,,.p,.p,,6,8,144,8,1,PII,Male,Head,DK,August,1951,65,,Married,Yes,2,23,Pentecostal/Charismatic,,Ashanti,Ghanaian by Birth,,Asante,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,1,,Yes,12,0,0,0,0,65,1,1,23
1082930,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,Only Television,Three+,No,Thank you,PII,PII,PII,PII,16092020,1029,108,103808,1,1082930,,PII,PII,108,PII,56002,Ashanti,622,Urban,47,11.7,3,4,PII,1,6,0,56002,.p,560,2,Ashanti,622,Urban,Yes,Yes,,,,PII,,,.p,.p,,3,2,134,1,1,PII,Male,Head,1,January,1977,39,,Married,Yes,2,38,Pentecostal/Charismatic,,Ashanti,Ghanaian by Birth,,Asante,"No, but alive",,Voc/Tech/Comm,Year three,,Professional/Technical,,"No, but alive",,Middle,M4,,Administrative/Managerial,,1,,Yes,02,0,0,0,0,39,1,1,38
1072597,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Two,No,Thank you,PII,PII,PII,PII,17092020,1119,107,112257,1,1072597,,PII,PII,107,PII,56011,Ashanti,622,Urban,27,53.299999,6,6,PII,1,6,1,56011,.p,560,11,Ashanti,622,Urban,Yes,Yes,,,,PII,,,.p,.p,,10,10,134,1,1,PII,Male,Head,4,June,1964,52,,Married,Yes,2,35,Pentecostal/Charismatic,,Ashanti,Ghanaian by Birth,,Builsa (Kangyaga or Kanjaga),"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Production & related works,,1,,Yes,11,0,0,0,0,52,1,1,35
1072859,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,No one ages 5 to 17,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",No,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,21092020,1845,107,184949,1,1072859,,PII,PII,107,PII,56013,Ashanti,622,Urban,46,11.7,3,4,PII,1,6,2,56013,.p,560,13,Ashanti,622,Urban,Yes,Yes,,,,PII,,,.p,.p,.p,3,3,134,1,1,PII,Male,Head,13,March,1986,30,,Married,Yes,2,23,Islam,,Northern,Ghanaian by Birth,,Dagomba,"No, but alive",,None,,,Production & related works,,"No, but alive",,None,,,Sales,,0,,Yes,13,0,0,0,0,30,1,1,23
1082999,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Six,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,No,Two,No,Thank you,PII,PII,PII,PII,16092020,1556,108,160428,1,1082999,,PII,PII,108,PII,56101,Ashanti,623,Urban,47,11.7,3,4,PII,1,6,2,56101,.p,561,1,Ashanti,623,Urban,Yes,Yes,,,,PII,,,.p,.p,,5,6,134,3,1,PII,Male,Head,18,November,1979,37,,Married,Yes,2,25,Islam,,Ashanti,Ghanaian by Birth,,Fulani,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,01,0,0,0,0,37,1,1,25
1072810,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Three,No one ages 5 to 17,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",No,Only Television,Two,No,Thank you,PII,PII,PII,PII,21092020,1554,107,155433,1,1072810,,PII,PII,107,PII,56105,Ashanti,623,Urban,56,4.3000002,2,2,PII,1,6,1,56105,.p,561,5,Ashanti,623,Urban,Yes,Yes,,,,PII,,,.p,.p,,3,1,134,3,1,PII,Male,Head,3,May,1990,26,,Married,Yes,2,23,Islam,,Upper East,Ghanaian by Birth,,Builsa (Kangyaga or Kanjaga),"No, but deceased",,None,,,Production & related works,,"No, but alive",,None,,,Sales,,0,,Yes,05,0,0,0,0,26,1,1,23
1082918,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Four,No,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,16092020,921,108,93934,1,1082918,,PII,PII,108,PII,56111,Ashanti,623,Urban,77,.30000001,1,1,PII,0,6,0,56111,.p,561,11,Ashanti,623,Urban,Yes,Yes,,,,PII,,,.p,.p,,2,1,134,3,1,PII,Male,Head,3,March,1989,27,,Married,Yes,2,27,Islam,,Ashanti,Ghanaian by Birth,,"Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc.)","No, but alive",,Middle,M4,,Service,,"No, but alive",,None,,,Sales,,0,,Yes,11,0,0,0,0,27,1,1,27
1082942,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",No,No,Three+,No,Thank you,PII,PII,PII,PII,16092020,1139,108,114413,1,1082942,,PII,PII,108,PII,56407,Ashanti,627,Urban,36,29,5,5,PII,1,6,0,56407,.p,564,7,Ashanti,627,Urban,Yes,Yes,,,,PII,,,.p,.p,,7,4,142,10,1,PII,Male,Head,DK,DK,1962,55,,Married,Yes,2,24,Pentecostal/Charismatic,,Ashanti,Ghanaian by Birth,,Asante,"No, but alive",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,1,,Yes,07,0,0,0,0,55,1,1,24
1092892,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Seven,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",No,Only Television,one,No,Thank you,PII,PII,PII,PII,17092020,1052,109,105601,1,1092892,,PII,PII,109,PII,56413,Ashanti,627,Urban,27,53.299999,6,6,PII,1,6,2,56413,.p,564,13,Ashanti,627,Urban,Yes,Yes,,,,PII,,,.p,.p,,5,6,142,10,1,PII,Male,Head,DK,DK,1986,31,,Married,Yes,2,21,Catholic,,Upper West,Ghanaian by Birth,,"Dagarte (Dagaba), Lobi , Wali (Wala)","No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,13,0,0,0,0,31,1,1,21
1072817,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Two,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,21092020,1613,107,161556,1,1072817,,PII,PII,107,PII,56806,Ashanti,628,Urban,58,4.3000002,2,2,PII,1,6,2,56806,.p,568,6,Ashanti,628,Urban,Yes,Yes,,,,PII,,,.p,.p,,5,5,162,2,1,PII,Male,Head,22,August,1969,47,,Married,Yes,2,19,Islam,,Ashanti,Ghanaian by Birth,,"Nankansi, Talensi & Gurense (Frafra)","No, but alive",,None,,,Sales,,"No, but alive",,None,,,Sales,,0,,Yes,06,0,0,0,0,47,1,1,19
1082992,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,No one ages 5 to 17,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,No,Thank you,PII,PII,PII,PII,16092020,1519,108,152452,1,1082992,,PII,PII,108,PII,56809,Ashanti,628,Urban,58,4.3000002,2,2,PII,1,6,1,56809,.p,568,9,Ashanti,628,Urban,Yes,Yes,,,,PII,,,.p,.p,,8,8,162,2,1,PII,Male,Head,24,October,1952,64,,Married,Yes,2,22,Protestant,,Ashanti,Ghanaian by Birth,,Akuapem,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,0,,Yes,09,0,0,0,0,64,1,1,22
1072673,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Four,No one ages 5 to 17,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Two,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,18092020,1027,107,103228,1,1072673,,PII,PII,107,PII,56814,Ashanti,628,Urban,78,.30000001,1,1,PII,0,6,2,56814,.p,568,14,Ashanti,628,Urban,Yes,Yes,,,,PII,,,.p,.p,.p,4,4,162,2,1,PII,Male,Head,21,September,1979,37,,Married,Yes,2,22,Pentecostal/Charismatic,,Volta,Ghanaian by Birth,,Ewe,"No, but alive",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,14,0,0,0,0,37,1,1,22
1072696,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Seven,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,Only Television,Three+,No,Thank you,PII,PII,PII,PII,18092020,1707,107,170755,1,1072696,,PII,PII,107,PII,56907,Ashanti,628,Urban,49,11.7,3,3,PII,1,6,0,56907,.p,569,7,Ashanti,628,Urban,Yes,Yes,,,,PII,,,.p,.p,,7,7,164,1,1,PII,Male,Head,16,May,1960,56,,Married,Yes,2,28,Islam,,Ashanti,Ghanaian by Birth,,"Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc.)","No, but alive",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Sales,,0,,Yes,07,0,0,0,0,56,1,1,28
1072662,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,18092020,949,107,95210,1,1072662,,PII,PII,107,PII,57010,Ashanti,628,Urban,51,7.1999998,3,3,PII,1,6,0,57010,.p,570,10,Ashanti,628,Urban,Yes,Yes,,,,PII,,,.p,.p,,4,4,163,2,1,PII,Male,Head,DK,September,1981,35,,Married,Yes,2,30,Islam,,Ashanti,Ghanaian by Birth,,"Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc.)","No, but deceased",,None,,,Sales,,"No, but alive",,None,,,Sales,,0,,Yes,10,0,0,0,0,35,1,1,30
1072731,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Six,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,Only Television,Two,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,18092020,1919,107,192453,1,1072731,,PII,PII,107,PII,57115,Ashanti,628,Urban,66,1.1,1,1,PII,0,6,0,57115,.p,571,15,Ashanti,628,Urban,Yes,Yes,,,,PII,,,.p,.p,.p,2,2,165,2,1,PII,Male,Head,30,November,1970,46,,Married,Yes,2,28,Islam,,Ashanti,Ghanaian by Birth,,"Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc.)","No, but deceased",,Primary,P5,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Service,,0,,Yes,15,0,0,0,0,46,1,1,28
1072822,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Two,No,Thank you,PII,PII,PII,PII,21092020,1629,107,163234,1,1072822,,PII,PII,107,PII,57204,Ashanti,601,Rural,57,4.3000002,2,2,PII,1,6,0,57204,.p,572,4,Ashanti,601,Rural,Yes,Yes,,,,PII,,,.p,.p,,6,5,162,3,1,PII,Male,Head,21,September,1968,48,,Married,Yes,2,23,Pentecostal/Charismatic,,Ashanti,Ghanaian by Birth,,Asante,"No, but deceased",,University (Bachelor),Year six and above,,Professional/Technical,,"No, but alive",,Middle,M3,,Sales,,0,,Yes,04,0,0,0,0,48,1,1,23
1072804,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,Yes,Yes,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",Yes,Only Television,one,No,Thank you,PII,PII,PII,PII,21092020,1538,107,154233,1,1072804,,PII,PII,107,PII,57310,Ashanti,601,Rural,40,19.6,4,5,PII,1,6,0,57310,.p,573,10,Ashanti,601,Rural,Yes,Yes,,,,PII,,,.p,.p,,5,5,163,3,1,PII,Male,Head,5,May,1969,47,,Married,Yes,2,19,Protestant,,Central,Ghanaian by Birth,,Asante,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,10,0,0,0,0,47,1,1,19
1062563,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Four,No,Yes,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",Yes,Only Television,Two,No,Thank you,PII,PII,PII,PII,22092020,37,106,4030,1,1062563,,PII,PII,106,PII,57315,Ashanti,601,Rural,43,19.6,4,4,PII,1,6,2,57315,.p,573,15,Ashanti,601,Rural,Yes,Yes,,,,PII,,,.p,.p,.p,3,3,163,3,1,PII,Male,Head,28,December,1987,29,,Married,Yes,2,19,Pentecostal/Charismatic,,Ashanti,Ghanaian by Birth,,Ewe,"No, but alive",,Secondary,L6,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,15,0,0,0,0,29,1,1,19
1072871,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,Yes,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","No toilet facility (bush, beach), or other","Wood, crop residue, sawdust, animal waste, or other",Yes,No,one,No,Thank you,PII,PII,PII,PII,21092020,1944,107,194717,1,1072871,,PII,PII,107,PII,57501,Ashanti,602,Rural,21,63.799999,6,6,PII,1,6,1,57501,.p,575,1,Ashanti,602,Rural,Yes,Yes,,,,PII,,,.p,.p,.p,5,5,143,3,1,PII,Male,Head,25,August,1984,32,,Consensual Union,Yes,2,20,Other Christian,,Ashanti,Ghanaian by Birth,,Asante,"No, but alive",,Professional,Year three,,Professional/Technical,,"No, but alive",,Primary,P4,,Sales,,0,,Yes,01,0,0,0,0,32,0,1,20
1072756,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Four,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,No,Thank you,PII,PII,PII,PII,19092020,1616,107,161953,1,1072756,,PII,PII,107,PII,57612,Ashanti,602,Rural,50,7.1999998,3,3,PII,1,6,0,57612,.p,576,12,Ashanti,602,Rural,Yes,Yes,,,,PII,,,.p,.p,,3,1,142,3,1,PII,Male,Head,29,October,1976,40,,Consensual Union,Yes,2,21,Protestant,,Ashanti,Ghanaian by Birth,,Asante,"No, but deceased",,Don?t know,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,12,0,0,0,0,40,0,1,21
1062514,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",No,No,Two,No,Thank you,PII,PII,PII,PII,21092020,121,106,12304,1,1062514,,PII,PII,106,PII,57809,Ashanti,603,Rural,20,63.799999,6,6,PII,1,6,1,57809,.p,578,9,Ashanti,603,Rural,Yes,Yes,,,,PII,,,.p,.p,,5,4,144,3,1,PII,Male,Head,8,August,1950,66,,Married,Yes,2,24,Pentecostal/Charismatic,,Ashanti,Ghanaian by Birth,,Asante,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,0,,Yes,09,0,0,0,0,66,1,1,24
1062529,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",No,Only Television,Two,No,Thank you,PII,PII,PII,PII,21092020,424,106,42609,1,1062529,,PII,PII,106,PII,57912,Ashanti,604,Rural,52,7.1999998,3,3,PII,1,6,0,57912,.p,579,12,Ashanti,604,Rural,Yes,Yes,,,,PII,,,.p,.p,.p,6,4,142,1,1,PII,Male,Head,19,July,1968,48,,Married,Yes,2,27,Catholic,,Central,Ghanaian by Birth,,Asen (Assin),"No, but deceased",,Teacher Training/Agric/ Nursing Cert,Year three,,Professional/Technical,,"No, but deceased",,Middle,M4,,Agric/Anim Husbandry etc,,0,,Yes,12,0,0,0,0,48,1,1,27
1072613,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,Yes,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,Only Bicycle,Thank you,PII,PII,PII,PII,17092020,1812,107,191727,1,1072613,,PII,PII,107,PII,58402,Ashanti,606,Rural,37,29,5,5,PII,1,6,1,58402,.p,584,2,Ashanti,606,Rural,Yes,Yes,,,,PII,,,.p,.p,.p,8,9,143,1,1,PII,Male,Head,14,May,1967,49,,Married,Yes,2,25,Other Christian,,Ashanti,Ghanaian by Birth,,Asante,"No, but alive",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,Primary,P4,,Agric/Anim Husbandry etc,,3,,Yes,02,0,0,0,0,49,1,1,25
1072798,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,Only Bicycle,Thank you,PII,PII,PII,PII,21092020,1515,107,151839,1,1072798,,PII,PII,107,PII,58404,Ashanti,606,Rural,39,29,5,5,PII,1,6,0,58404,.p,584,4,Ashanti,606,Rural,Yes,Yes,,,,PII,,,.p,.p,.p,8,9,143,1,1,PII,Male,Head,DK,DK,1969,47,,Married,Yes,2,28,Pentecostal/Charismatic,,Ashanti,Ghanaian by Birth,,Asante,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,3,,Yes,04,0,0,0,0,47,1,1,28
1072654,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,Yes,No male head/ spouse,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",Yes,No,one,No,Thank you,PII,PII,PII,PII,18092020,918,107,131830,1,1072654,,PII,PII,107,PII,58501,Ashanti,606,Rural,35,29,5,5,PII,1,6,0,58501,.p,585,1,Ashanti,606,Rural,Yes,Yes,,,,PII,,,.p,.p,,5,5,143,2,1,PII,Female,Head,DK,DK,1984,32,,Consensual Union,No,,19,Other Christian,,Ashanti,Ghanaian by Birth,,Asante,"No, but deceased",,Middle,M4,,Service,,"No, but deceased",,Primary,P2,,Agric/Anim Husbandry etc,,0,,Yes,01,0,0,0,1,32,0,0,19
1072679,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Six,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,18092020,1041,107,104505,1,1072679,,PII,PII,107,PII,58511,Ashanti,606,Rural,74,.80000001,1,1,PII,0,6,0,58511,.p,585,11,Ashanti,606,Rural,Yes,Yes,,,,PII,,,.p,.p,.p,7,5,143,2,1,PII,Male,Head,22,January,1980,36,,Married,Yes,2,23,Other Christian,,Ashanti,Ghanaian by Birth,,Asante,"No, but deceased",,Middle,M4,,Agric/Anim Husbandry etc,,"No, but alive",,Middle,M4,,Agric/Anim Husbandry etc,,1,,Yes,11,0,0,0,0,36,1,1,23
1082926,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Seven,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,Only Television,Two,No,Thank you,PII,PII,PII,PII,16092020,1013,108,102049,1,1082926,,PII,PII,108,PII,58512,Ashanti,606,Rural,49,11.7,3,4,PII,1,6,0,58512,.p,585,12,Ashanti,606,Rural,Yes,Yes,,,,PII,,,.p,.p,,4,4,143,2,1,PII,Male,Head,3,December,1985,31,,Consensual Union,Yes,2,23,Protestant,,Ashanti,Ghanaian by Birth,,Asante,"No, but deceased",,Middle,M4,,Professional/Technical,,"No, but alive",,Middle,M4,,Sales,,0,,Yes,12,0,0,0,0,31,0,1,23
1062502,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Four,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,No,Thank you,PII,PII,PII,PII,20092020,2155,106,220002,1,1062502,,PII,PII,106,PII,58609,Ashanti,607,Rural,71,.80000001,1,1,PII,0,6,2,58609,.p,586,9,Ashanti,607,Rural,Yes,Yes,,,,PII,,,.p,.p,.p,5,5,145,2,1,PII,Male,Head,8,May,1958,58,,Married,Yes,2,23,Pentecostal/Charismatic,,Ashanti,Ghanaian by Birth,,Asante,"No, but deceased",,Middle,M4,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Sales,,0,,Yes,09,0,0,0,0,58,1,1,23
1072867,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",Yes,Only Television,Three+,Only Bicycle,Thank you,PII,PII,PII,PII,21092020,1924,107,194128,1,1072867,,PII,PII,107,PII,58705,Ashanti,607,Rural,36,29,5,5,PII,1,6,2,58705,.p,587,5,Ashanti,607,Rural,Yes,Yes,,,,PII,,,.p,.p,.p,5,5,142,2,1,PII,Male,Head,DK,DK,1986,30,,Married,Yes,2,24,Islam,,Northern,Ghanaian by Birth,,Kusasi,"No, but alive",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Sales,,0,,Yes,05,0,0,0,0,30,1,1,24
1062547,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",No,Only Television,Three+,No,Thank you,PII,PII,PII,PII,21092020,2220,106,222147,1,1062547,,PII,PII,106,PII,58801,Ashanti,608,Rural,34,40.200001,5,6,PII,1,6,0,58801,.p,588,1,Ashanti,608,Rural,Yes,Yes,,,,PII,,,.p,.p,,9,6,144,6,1,PII,Male,Head,DK,DK,1961,55,,Married,Yes,2,22,Catholic,,Ashanti,Ghanaian by Birth,,Asante,"No, but deceased",,JSS/JHS,JSS3/JHS3,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,0,,Yes,01,0,0,0,0,55,1,1,22
